Category Name,Zikar Name,Arabic,Translation,Benefit Text,Illustration
40 Rabbana Duas,Rabanna Quranic Dua 2,رَبَّنَا وَاجْعَلْنَا مُسْلِمَيْنِ لَكَ وَمِنْ ذُرِّيَّتِنَاۤ اُمَّةً مُّسْلِمَةً لَّكَ وَاَرِنَا مَنَاسِكَنَا وَتُبْ عَلَيْنَاۤ اِنَّكَ اَنْتَ التَّوَّابُ الرَّحِيْمُ,"Our Lord, and make us Muslims [in submission] to You and from our descendants a Muslim nation [in submission] to You. And show us our rites and accept our repentance. Indeed, You are the Accepting of repentance, the Merciful.",This du'a should be recited to affirm your faith in Islam. It also a good prayer that asks for the success of the entire Muslim Ummah. Du'a Prophet Ibrahim recited after building the Kaaba with his son.,"Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 3,رَبَّنَاۤ اٰتِنَا فِى الدُّنْيَا حَسَنَةً وَّفِى الْاٰخِرَةِ حَسَنَةً وَّقِنَا عَذَابَ النَّارِ,"Our Lord, give us in this world [that which is] good and in the Hereafter [that which is] good and protect us from the punishment of the Fire.",One of the best duas any believer can recite. It asks for good in this world while not forgetting to ask about good in the akhira (afterlife). So remember Me; I will remember you. And be grateful to Me and do not deny Me.,"Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 4,رَبَّنَاۤ اَفْرِغْ عَلَيْنَا صَبْرًا وَّثَبِّتْ اَقْدَامَنَا وَانْصُرْنَا عَلَى الْقَوْمِ الْكَافِرِيْنَ,"Our Lord, pour upon us patience and plant firmly our feet and give us victory over the disbelieving people.","Asking Allah for protection, patience in whatever endeavor, and to be victorious. Prophetic du'a for protection recited by Prophet Dawud. Dawud was a smaller, younger man and on paper it did not seem like he was favored to win a battle against Jalut (Goliath). But we're told, and Allah granted him dominion and wisdom, and imparted to him the knowledge of whatever He willed.","Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 5,رَبَّنَا لَا تُؤَاخِذْنَاۤ اِنْ نَّسِيْنَاۤ اَوْ اَخْطَاْنَا,"Our Lord, do not impose blame upon us if we have forgotten or erred.","This is a du'a for tawbah (repentance). Asking for the forgiveness of Allah is the best kind of du'a a believer can make. It shows humility in your character, protects you from boasting or growing prideful. Constant repentance is a characteristic that shows your complete reliance on Allah for all things.","Hands cupped in repentance, soft drops of forgiving light falling from above onto the open palms."
40 Rabbana Duas,Rabanna Quranic Dua 6,رَبَّنَا وَلَا تَحْمِلْ عَلَيْنَاۤ اِصْرًا كَمَا حَمَلْتَهٗ عَلَى الَّذِيْنَ مِنْ قَبْلِنَا,"Our Lord, and lay not upon us a burden like that which You laid upon those before us.",This is a du'a asking Allah to make the path of righteousness easy upon the believers. Asking Allah for our life's tests to be ones that we are capable of enduring and overcoming. To not be tested more severely than our predecessors.,"Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 7,رَبَّنَا وَلَا تُحَمِّلْنَا مَا لَا طَاقَةَ لَنَا بِهٖ، وَاعْفُ عَنَّا، وَاغْفِرْ لَنَا، وَارْحَمْنَاۤ اَنْتَ مَوْلَانَا فَانْصُرْنَا عَلَى الْقَوْمِ الْكَافِرِيْنَ,"Our Lord, and burden us not with that which we have no ability to bear. And pardon us; and forgive us; and have mercy upon us. You are our protector, so give us victory over the disbelieving people.","The last ayat of Surah Baqarah alone contains 3 powerful duas which can be recited together or independently. These last 2 ayat are among the most memorized verses of the Qur'an. The Messenger of Allah said: If anyone recited two verses from the last of Surah Baqarah at night, they will be sufficient for him.","Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 8,رَبَّنَا لَا تُزِغْ قُلُوْبَنَا بَعْدَ اِذْ هَدَيْتَنَا وَهَبْ لَنَا مِنْ لَّدُنْكَ رَحْمَةً اِنَّكَ اَنْتَ الْوَهَّابُ,"Our Lord, let not our hearts deviate after You have guided us and grant us from Yourself mercy. Indeed, You are the Bestower.","Another beautiful du'a a believer can recite asking for Allah's rahma (mercy). The believer understands that all things are made possible through Allah. In this du'a, we ask of Allah to make us among those who are guided, to not let the environment or circumstance change us.","Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 9,رَبَّنَاۤ اِنَّكَ جَامِعُ النَّاسِ لِيَوْمٍ لَّا رَيْبَ فِيْهِ اِنَّ اللهَ لَا يُخْلِفُ الْمِيْعَادَ,"Our Lord, surely You will gather the people for a Day about which there is no doubt. Indeed, Allah does not fail in His promise.","This is a du'a of the believers to affirm their faith in the afterlife. A place where we will either reap the rewards for our good deeds and our actions or pay the price of errors. Indeed, Allah does not fail in his promise.","Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 10,رَبَّنَاۤ اِنَّنَاۤ اٰمَنَّا فَاغْفِرْ لَنَا ذُنُوْبَنَا وَقِنَا عَذَابَ النَّارِ,"Our Lord, indeed we have believed, so forgive us our sins and protect us from the punishment of the Fire.","A du'a for repentance and protection. We ask Allah for forgiveness and to shield us from the punishment of the hellfire. [Remember] when you were asking help of your Lord, and He answered you, 'Indeed, I will reinforce you with a thousand from the angels, following one another.'","Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 11,رَبَّنَاۤ اٰمَنَّا بِمَاۤ اَنْزَلْتَ وَاتَّبَعْنَا الرَّسُوْلَ فَاكْتُبْنَا مَعَ الشَّاهِدِيْنَ,"Lord, we believe in what You have revealed and we follow the messenger: record us among those who bear witness [to the Truth]. (Translation: Abdul Haleem)","Du'a of faith and worship, i.e. to register us among the witnesses to the truth. In the Qur'an we're told of how Allah saved Isa from the children of Israel who plotted against him: [Mention] when Allah said, Jesus, indeed I will take you.","A figure with arms open, four angelic light-figures circling, a closing door of fire fading away below."
40 Rabbana Duas,Rabanna Quranic Dua 12,رَبَّنَا اغْفِرْ لَنَا ذُنُوْبَنَا وَاِسْرَافَنَا فِىْۤ اَمْرِنَا وَثَبِّتْ اَقْدَامَنَا وَانْصُرْنَا عَلَى الْقَوْمِ الْكَافِرِيْنَ,"Our Lord, forgive us our sins and the excess [committed] in our affairs and plant firmly our feet and give us victory over the disbelieving people.","Du'a for repentance, victory, and resiliency. To plant one's feet firmly in the face of evil. In the following verse it says, 'So Allah gave them the reward of this world and the good reward of the Hereafter. And Allah loves the doers of good.'","Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 13,رَبَّنَا مَا خَلَقْتَ هٰذَا بَاطِلًا سُبْحَانَكَ فَقِنَا عَذَابَ النَّارِ,"Our Lord, You did not create this aimlessly; exalted are You [above such a thing]; then protect us from the punishment of the Fire.","Du'a praising Allah and asking for His protection from Jahannam (Hellfire). If we take the time to look at the world, we see how complex yet organized all of Allah's creations are. We can see nothing was created aimlessly. There's a greater purpose in everyone one of his creations. This supplication is one of gratitude, shows your appreciation for the beauty in life. The du'a continues to ask Allah for protection on the day of judgment and that we be saved from the punishment of the fire.","Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 14,رَبَّنَاۤ اِنَّكَ مَنْ تُدْخِلِ النَّارَ فَقَدْ اَخْزَيْتَهٗ وَمَا لِلظَّالِمِيْنَ مِنْ اَنْصَارٍ,"Our Lord, indeed whoever You admit to the Fire - You have disgraced him, and for the wrongdoers there are no helpers.","We may not think a whole lot about where we originally came from but, at some point, we'll begin to think about where we are headed. We'll start to ponder the consequences of our actions. It's an important study — the relationship between cause and effect. This supplication can be used as motivation to remind yourself of where you're going because you know the fate of the wrongdoers.","Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 15,رَبَّنَاۤ اِنَّنَا سَمِعْنَا مُنَادِيًا يُّنَادِيْ لِلْاِيْمَانِ اَنْ اٰمِنُوْا بِرَبِّكُمْ فَاٰمَنَّا,"Our Lord, indeed we have heard a caller calling to faith, [saying], 'Believe in your Lord,' and we have believed.","Du'a of humility, submission and faith. We have heard a caller (referring to Prophet Muhammad) and we have listened to his message and we believe.","Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
40 Rabbana Duas,Rabanna Quranic Dua 16,رَبَّنَا فَاغْفِرْ لَنَا ذُنُوْبَنَا وَكَفِّرْ عَنَّا سَيِّاٰتِنَا وَتَوَفَّنَا مَعَ الْاَبْرَارِ,"Our Lord, so forgive us our sins and remove from us our misdeeds and cause us to die with the righteous.","A du'a for repentance, washing away our misdeeds, and asking Allah to cause us to die guided on the right path. Narrated Ibn Abbas: (One night) I stayed overnight in the house of my aunt Maimuna, and said to myself, 'I will watch the prayer of Allah's Messenger.' My aunt placed a cushion for Allah's Messenger and he slept on it in its length-wise direction and (woke-up) rubbing the traces of sleep off his face and then he recited the last ten Verses of Surah Imran till he finished it.","A sleeping figure beneath a soft blanket, a crescent moon and stars above, a gentle guardian-light hovering nearby."
40 Rabbana Duas,Rabanna Quranic Dua 17,رَبَّنَا وَاٰتِنَا مَا وَعَدْتَّنَا عَلٰى رُسُلِكَ وَلَا تُخْزِنَا يَوْمَ الْقِيٰمَةِ اِنَّكَ لَا تُخْلِفُ الْمِيْعَادَ,"Our Lord, and grant us what You promised us through Your messengers and do not disgrace us on the Day of Resurrection. Indeed, You do not fail in [Your] promise.","Du'a of humility, to be saved from being disgraced on the day of judgment. To a true believer, there is no doubt that Allah will indeed fulfill his promise. Rather this is a prayer to Allah asking to be worthy of his promise.","Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
